nome_hotel,prezzo,stanza,città,data,punteggio,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
La Ciconella,€ 54,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"8,4",321 recensioni,"1,6 km dal centro",True,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Borghi di Belmonte,€ 96,Camera Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"9,2",398 recensioni,350 m dal centro,True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Le Cupole Decò,€ 94,Camera Matrimoniale Deluxe con Balcone e Vista Città,"Castellammare Vucciria, Palermo",2024-03-20,"9,3",318 recensioni,"0,6 km dal centro",True,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Archè Design Rooms and Suites,€ 103,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-03-20,"9,2",553 recensioni,"0,6 km dal centro",True,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
100 PASSI,€ 58,Camera Quadrupla,"Monte di Pietà, Palermo",2024-03-20,"8,8",223 recensioni,"0,5 km dal centro",True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
LE CAMERE DI VIA MECCIO,€ 57,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-03-20,"8,8",93 recensioni,300 m dal centro,True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Bio Hotel Palermo,€ 79,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"8,0",616 recensioni,300 m dal centro,False,Booking.com paga ,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
La Casetta,€ 59,Camera Matrimoniale,Palermo,2024-03-20,"8,7",427 recensioni,4 km dal centro,True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B Malvasia,€ 92,Suite King con Balcone,"La Kalsa, Palermo",2024-03-20,"9,2",64 recensioni,1 km dal centro,True,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Sky Sleeping,€ 71,Camera Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,"7,6",173 recensioni,"0,9 km dal centro",True,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Residenza del Castillo,€ 72,Camera Matrimoniale,"Albergaria, Palermo",2024-03-20,"9,0",365 recensioni,1 km dal centro,True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Blanc Rooms,€ 54,Camera Matrimoniale Superior,Palermo,2024-03-20,"7,2",63 recensioni,"1,4 km dal centro",True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
La Querencia,€ 90,Camera Matrimoniale con Balcone,"Castellammare Vucciria, Palermo",2024-03-20,"8,5",302 recensioni,250 m dal centro,True,Offerta Inizio 2024 Booking.com paga ,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Porta Aragonese Luxury Rooms,€ 103,Camera Matrimoniale Superior,Palermo,2024-03-20,"9,6",289 recensioni,"0,8 km dal centro",True,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Hotel Villa Archirafi,€ 93,Camera Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,"8,1",745 recensioni,"1,5 km dal centro",True,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Hotel Roma 62,€ 89,Camera Matrimoniale/Doppia con Letti Singoli - Accesso Disabili,"La Kalsa, Palermo",2024-03-20,"8,1",445 recensioni,"1,2 km dal centro",True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Palermo Inn Boutique,€ 125,Monolocale King con Divano-Letto,"Monte di Pietà, Palermo",2024-03-20,"9,0",823 recensioni,350 m dal centro,False,Offerta a tempo limitato ,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Maison Butera LUXURY SUITE,€ 115,Camera Deluxe,"La Kalsa, Palermo",2024-03-20,"8,7",58 recensioni,"1,4 km dal centro",True,Booking.com paga ,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Belmonte102 Esclusive Suites,€ 105,Camera Deluxe Matrimoniale/Doppia con Letti Singoli con Balcone,"Ruggero Settimo, Palermo",2024-03-20,"8,9",569 recensioni,350 m dal centro,True,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Granatelli Rooms - City B&B,€ 101,Camera Matrimoniale con Balcone,"Ruggero Settimo, Palermo",2024-03-20,"9,2",278 recensioni,300 m dal centro,False,Booking.com paga ,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Hostelò - Luxury Hostel,€ 139,Dormitorio Misto con 8 Letti,"Ruggero Settimo, Palermo",2024-03-20,"9,9",9 recensioni,250 m dal centro,True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
One More Night,€ 31,Camera Tripla,"La Kalsa, Palermo",2024-03-20,"5,1",282 recensioni,"1,4 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Dimora San Domenico,€ 74,Camera Matrimoniale con Bagno Privato,"Castellammare Vucciria, Palermo",2024-03-20,"9,5",473 recensioni,"0,6 km dal centro",False,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Quinto Stabile Rooms&Suite,€ 84,Camera Matrimoniale Small con Letto alla Francese,"Ruggero Settimo, Palermo",2024-03-20,"8,8",337 recensioni,300 m dal centro,True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Mamamia al Politeama,€ 51,Camera Tripla con Bagno in Comune,"Ruggero Settimo, Palermo",2024-03-20,"8,5",378 recensioni,350 m dal centro,True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Residenza Wagner,€ 90,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato Esterno,"Ruggero Settimo, Palermo",2024-03-20,"8,6",242 recensioni,450 m dal centro,False,Booking.com paga ,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Palermo Central Bed&Breakfast,€ 45,Camera Matrimoniale con Bagno Privato Esterno,Palermo,2024-03-20,"9,1",8 recensioni,"1,5 km dal centro",False,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
La Terrazza Palace B&B,€ 89,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"8,8",379 recensioni,200 m dal centro,False,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Persiane al Cassaro,€ 93,Camera Matrimoniale Standard,"La Kalsa, Palermo",2024-03-20,"9,4",585 recensioni,"0,9 km dal centro",True,Offerta Inizio 2024 ,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Casa Galati,€ 49,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"8,2",288 recensioni,200 m dal centro,True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
GUEST HOUSE BOSCO,€ 47,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"8,3",206 recensioni,500 m dal centro,False,Offerta Inizio 2024 ,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Hotel d'Orleans,€ 76,Camera Matrimoniale,Palermo,2024-03-20,"8,3",312 recensioni,"1,6 km dal centro",True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
La Casa del Moro - All' Operà,€ 52,Camera Matrimoniale Deluxe con Balcone,"Monte di Pietà, Palermo",2024-03-20,"8,5",59 recensioni,250 m dal centro,False,Offerta Inizio 2024 ,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Cortile dei Giusti - Combo Guesthouse,€ 67,Camera Tripla con Bagno Privato,"La Kalsa, Palermo",2024-03-20,"9,2",563 recensioni,"1,1 km dal centro",True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Maximum Exclusive Suite & Spa,€ 175,Camera Matrimoniale con Vasca Idromassaggio,"Ruggero Settimo, Palermo",2024-03-20,"9,1",162 recensioni,"0,8 km dal centro",True,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
"Casena Dei Colli, Sure Hotel Collection By Best Western",€ 92,Camera Matrimoniale Economy,Palermo,2024-03-20,"8,1",1.680 recensioni,"4,9 km dal centro",True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Hotel Politeama,€ 158,Camera Matrimoniale Standard,"Ruggero Settimo, Palermo",2024-03-20,"8,8",2.505 recensioni,"0,5 km dal centro",False,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B Vivaldi,€ 65,Camera Matrimoniale,"Castellammare Vucciria, Palermo",2024-03-20,"8,6",426 recensioni,250 m dal centro,True,Offerta Inizio 2024 ,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Amaris,€ 94,Camera Matrimoniale con Bagno Privato,"Borgo vecchio, Palermo",2024-03-20,"9,2",472 recensioni,"0,7 km dal centro",True,Booking.com paga ,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
C'era Una Volta,€ 91,Camera Tripla Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"8,5",514 recensioni,450 m dal centro,True,Booking.com paga ,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Solli Bed & Breakfast,€ 96,Camera Deluxe Matrimoniale/Doppia con Letti Singoli con Balcone,Palermo,2024-03-20,"9,2",361 recensioni,"1,4 km dal centro",True,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B L'Orlando Furioso,€ 93,Camera Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"9,6",409 recensioni,450 m dal centro,True,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B Massimocentro,€ 76,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato Esterno,Palermo,2024-03-20,"8,5",527 recensioni,200 m dal centro,True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
BUTERA APARTMENTS LUXURY,€ 109,Camera Deluxe,"La Kalsa, Palermo",2024-03-20,"8,6",11 recensioni,"1,3 km dal centro",True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
I Cinque Continenti,€ 31,Camera Tripla Basic con Bagno in Comune,"La Kalsa, Palermo",2024-03-20,"5,2",503 recensioni,"1,1 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
SUITE PRINCIPE SCORDIA,€ 44,Camera Tripla con Terrazza,"Ruggero Settimo, Palermo",2024-03-20,"8,1",138 recensioni,"0,5 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B Albatros Centro Storico Palermo,€ 84,Suite Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"9,1",404 recensioni,450 m dal centro,True,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Palermo Gallery,€ 130,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"8,9",672 recensioni,"0,7 km dal centro",True,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
La Casa del Moro - Al Politeama,€ 58,Camera Tripla Comfort,"Borgo vecchio, Palermo",2024-03-20,"8,6",324 recensioni,"0,7 km dal centro",True,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Palazzo Sovrana,€ 221,Appartamento Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"9,4",313 recensioni,150 m dal centro,True,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Maison L'amuri,€ 55,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"8,3",147 recensioni,"1,8 km dal centro",True,Offerta Inizio 2024 ,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B Ai Tintori,€ 75,Camera Tripla,"Castellammare Vucciria, Palermo",2024-03-20,"8,5",615 recensioni,"0,9 km dal centro",True,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Cassaro261 B&B,€ 124,Camera Matrimoniale Standard,"La Kalsa, Palermo",2024-03-20,"8,7",635 recensioni,"0,7 km dal centro",False,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Marilù,€ 83,Camera Doppia con Letti Singoli,"Castellammare Vucciria, Palermo",2024-03-20,"9,0",434 recensioni,450 m dal centro,True,Offerta Inizio 2024 ,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Vossia Luxury Rooms & Sicilian Living,€ 148,Camera Matrimoniale Deluxe,"Monte di Pietà, Palermo",2024-03-20,"9,5",403 recensioni,"0,6 km dal centro",True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Cialoma B&B,€ 67,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato Esterno,"Castellammare Vucciria, Palermo",2024-03-20,"8,6",506 recensioni,200 m dal centro,True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Maison Cutò,€ 74,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-03-20,"9,2",242 recensioni,"1,3 km dal centro",True,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Fervore Luxury Rooms,€ 112,Camera Deluxe,Palermo,2024-03-20,"9,9",356 recensioni,"0,7 km dal centro",True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
La terrazza del Sole B&B,€ 87,Camera Deluxe (2 Adulti + 1 Bambino),Palermo,2024-03-20,"9,0",770 recensioni,"1,8 km dal centro",True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Alba central City,€ 53,Junior Suite Deluxe,"Borgo vecchio, Palermo",2024-03-20,"8,4",1.216 recensioni,"0,6 km dal centro",False,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Zefiro Suites,€ 119,Camera Matrimoniale Budget,"La Kalsa, Palermo",2024-03-20,"9,4",611 recensioni,"0,9 km dal centro",True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Il Rifugio,€ 42,Appartamento con 1 Camera da Letto,"Castellammare Vucciria, Palermo",2024-03-20,"7,4",160 recensioni,500 m dal centro,True,Offerta Inizio 2024 ,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Le Quattro Stagioni - Rooms & Suite,€ 95,Camera Matrimoniale Standard,"Ruggero Settimo, Palermo",2024-03-20,"9,6",825 recensioni,"0,5 km dal centro",True,Offerta Inizio 2024 ,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Palazzo Benso,€ 103,Camera Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,"8,9",538 recensioni,"0,7 km dal centro",True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B Be Home,€ 86,Camera Matrimoniale con Bagno Privato Esterno,Palermo,2024-03-20,"9,6",490 recensioni,"0,5 km dal centro",True,Offerta Inizio 2024 ,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
PALAZZO SANTAMARINA Luxury Suite & Spa,€ 182,Camera Quadrupla Luxury,"Monte di Pietà, Palermo",2024-03-20,"9,0",794 recensioni,"0,5 km dal centro",True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Hotel Posta,€ 133,Camera Standard Matrimoniale/Doppia con Letti Singoli,"Castellammare Vucciria, Palermo",2024-03-20,"8,5",1.718 recensioni,450 m dal centro,True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Hotel del Centro,€ 76,Camera Matrimoniale/Doppia con Letti Singoli,"La Kalsa, Palermo",2024-03-20,"7,8",479 recensioni,"1,2 km dal centro",True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Casa Sciuti,€ 73,Camera Matrimoniale con Balcone,Palermo,2024-03-20,"8,8",156 recensioni,"2,9 km dal centro",True,Booking.com paga ,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Ballaro' Hotel - Budget Room,€ 101,Camera Matrimoniale con Bagno Privato Esterno,"Albergaria, Palermo",2024-03-20,"8,3",409 recensioni,"1,3 km dal centro",True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B La dimora di Katiu',€ 76,Camera Matrimoniale,Palermo,2024-03-20,"8,6",282 recensioni,"1,4 km dal centro",True,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Mag 179 Bed & Spa,€ 95,Appartamento Superior,"Ruggero Settimo, Palermo",2024-03-20,"9,1",195 recensioni,250 m dal centro,True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Le Gemme di Cavour Luxury Rooms,€ 94,Camera Matrimoniale Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"9,5",136 recensioni,150 m dal centro,False,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Gran Tour Profumo di Sicilia - B & B,€ 62,Camera Matrimoniale,Palermo,2024-03-20,"7,7",689 recensioni,"0,5 km dal centro",True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Bastione Spasimo Boutique Hotel,€ 130,Camera Matrimoniale Standard,"La Kalsa, Palermo",2024-03-20,"9,6",514 recensioni,"1,4 km dal centro",True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Panurban,€ 70,Suite,"La Kalsa, Palermo",2024-03-20,"9,1",781 recensioni,"0,9 km dal centro",False,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Grand Hotel Wagner,€ 223,Camera Matrimoniale Classic,"Ruggero Settimo, Palermo",2024-03-20,"8,8",2.119 recensioni,350 m dal centro,False,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B IL POETA,€ 44,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,"7,8",425 recensioni,1 km dal centro,False,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B Benincasa,€ 79,Camera Matrimoniale/Doppia con Letti Singoli,"Borgo vecchio, Palermo",2024-03-20,"8,6",539 recensioni,"0,7 km dal centro",True,Booking.com paga ,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Hollywood Inn Palermo,€ 63,Camera Matrimoniale con Balcone,Palermo,2024-03-20,"8,0",235 recensioni,"1,7 km dal centro",True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B Politeama Art&Rooms,€ 102,Camera Quadrupla con Bagno Privato Esterno,Palermo,2024-03-20,"8,7",203 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B TIVÌTTI,€ 88,Camera Matrimoniale,"Borgo vecchio, Palermo",2024-03-20,"9,4",175 recensioni,"1,1 km dal centro",True,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Artisan Maison,€ 74,Camera Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"9,1",309 recensioni,"0,6 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Leone Suite B&B & Restaurant,€ 74,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-03-20,"8,4",638 recensioni,"0,6 km dal centro",False,,True,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B AL PASSIO,€ 72,Camera Matrimoniale/Doppia con Letti Singoli con Terrazza,"Borgo vecchio, Palermo",2024-03-20,"9,0",459 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Palazzo delle Logge,€ 81,Camera Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"9,0",287 recensioni,"0,8 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Vista sul porto,€ 67,Camera Matrimoniale,"Borgo vecchio, Palermo",2024-03-20,"8,9",515 recensioni,1 km dal centro,True,,True,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Bahalara Alloggio,€ 59,Camera Matrimoniale,"Albergaria, Palermo",2024-03-20,"7,5",511 recensioni,"1,2 km dal centro",True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Bed and Breakfast D'Angelo,€ 51,Camera Matrimoniale/Doppia con Letti Singoli con Bagno in Comune,"La Kalsa, Palermo",2024-03-20,"9,0",198 recensioni,"1,1 km dal centro",True,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Al Baglio di Maqueda,€ 40,Camera Doppia con Letti Singoli,"Albergaria, Palermo",2024-03-20,"6,6",468 recensioni,"1,4 km dal centro",True,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Hospitality Hotel,€ 92,Camera Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,"8,1",443 recensioni,"1,6 km dal centro",True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
B&B TIFFANY SFERRACAVALLO,€ 76,Camera Matrimoniale con Terrazza,Palermo,2024-03-20,"9,0",147 recensioni,"10,6 km dal centro",True,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
