nome_hotel,prezzo,stanza,città,data,punteggio,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Vetriera Apartments,€ 105,Appartamento con 2 Camere da Letto,"La Kalsa, Palermo",2024-03-20,"6,4",10 recensioni,"1,4 km dal centro",True,,False,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Casa Doriana,€ 114,Appartamento con 1 Camera da Letto,"Albergaria, Palermo",2024-03-20,,,"1,1 km dal centro",False,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Casa Rosalia,€ 95,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"8,9",24 recensioni,"3,7 km dal centro",False,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Ciccio's House,€ 74,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-03-20,,,1 km dal centro,False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Bruno Apartment,€ 133,Appartamento con 2 Camere da Letto,"La Kalsa, Palermo",2024-03-20,"8,4",18 recensioni,1 km dal centro,False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
IL PROFUMO DEL MARE,€ 97,Casa Vacanze,Palermo,2024-03-20,"9,2",19 recensioni,4 km dal centro,False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
margot palermo,€ 175,Appartamento,"Ruggero Settimo, Palermo",2024-03-20,10,1 recensione,"0,5 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Alle Terrazze del Borgo Vecchio,€ 139,Appartamento con 2 Camere da Letto,"Borgo vecchio, Palermo",2024-03-20,"8,9",17 recensioni,"0,8 km dal centro",True,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Palermo Inn B&B,€ 184,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,10,8 recensioni,"1,9 km dal centro",False,,False,True,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Casa vacanze Rigano,€ 122,Appartamento con 3 Camere da Letto,Palermo,2024-03-20,"9,0",17 recensioni,"0,9 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Casa da Francesca,€ 113,Casa con 1 Camera da Letto,Palermo,2024-03-20,"8,8",31 recensioni,"1,7 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Be-Home Palermo,€ 104,Appartamento Deluxe,"Borgo vecchio, Palermo",2024-03-20,"7,6",86 recensioni,1 km dal centro,False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
casa Maria,€ 89,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"9,1",13 recensioni,"2,7 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Home Porta Di Castro,€ 119,Appartamento con 1 Camera da Letto,"Albergaria, Palermo",2024-03-20,"9,3",9 recensioni,"1,1 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
MaRó Loft al Capo,€ 94,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-03-20,10,2 recensioni,350 m dal centro,False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Mondello - Addaura - Le Dimore dello Zodiaco - Dimora della Vergine,€ 205,Appartamento con 2 Camere da Letto,Palermo,2024-03-20,"7,5",31 recensioni,"7,9 km dal centro",True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Casa Sandy,€ 84,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"8,5",4 recensioni,"1,5 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Igea suite Free WiFi e 2 min to Yacht Club Igea,€ 125,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,10,1 recensione,"2,8 km dal centro",False,,False,False,True,Windows,pantilaura56,desktop,03-03-2024---16:59
Mondello - Addaura -Le Dimore dello Zodiaco - Dimora del Toro,€ 251,Appartamento con 2 Camere da Letto,Palermo,2024-03-20,"8,2",13 recensioni,"7,9 km dal centro",True,,True,False,False,Windows,pantilaura56,desktop,03-03-2024---16:59
Suk Ballarò House,€ 216,Appartamento con 3 Camere da Letto,"Albergaria, Palermo",2024-03-20,"9,2",17 recensioni,1 km dal centro,True,Offerta a tempo limitato ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Addauru,€ 51,Camera Matrimoniale/Doppia con Letti Singoli,"La Kalsa, Palermo",2024-03-20,"8,9",540 recensioni,"1,1 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
ALBA DEL CAPO,€ 60,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,Palermo,2024-03-20,"8,3",1.083 recensioni,200 m dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Cartari Apartment,€ 49,Camera Matrimoniale,"La Kalsa, Palermo",2024-03-20,"8,6",687 recensioni,"0,9 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
La Casa del Moro,€ 49,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"8,7",682 recensioni,"0,9 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Eurostars Centrale Palace Hotel,€ 108,Camera Matrimoniale Standard,"Monte di Pietà, Palermo",2024-03-20,"8,3",3.260 recensioni,"0,7 km dal centro",False,Offerta a tempo limitato ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Angolo83 Palermo centro,€ 67,Camera Matrimoniale Deluxe con Balcone,"La Kalsa, Palermo",2024-03-20,"9,7",495 recensioni,"1,1 km dal centro",True,Offerta Inizio 2024 ,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Mercure Palermo Centro,€ 94,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-03-20,"8,2",3.453 recensioni,450 m dal centro,False,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ai Bastioni del Massimo,€ 45,Camera Matrimoniale con Bagno in Comune,Palermo,2024-03-20,"9,3",405 recensioni,250 m dal centro,True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Old Town Loft - Palermo,€ 45,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-03-20,"8,9",37 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Due Passi Suite,€ 85,Camera Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"9,0",461 recensioni,300 m dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
CELSO 14,€ 69,Camera King,"Monte di Pietà, Palermo",2024-03-20,"9,9",278 recensioni,"0,5 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Sammartino suite,€ 54,Camera Tripla,"Ruggero Settimo, Palermo",2024-03-20,"8,4",538 recensioni,"0,9 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Colors B&B,€ 85,Camera Matrimoniale,"Monte di Pietà, Palermo",2024-03-20,"9,4",791 recensioni,350 m dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Suite del Ponte Normanno,€ 61,Camera King Standard,Palermo,2024-03-20,"8,9",1.135 recensioni,"1,8 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Palermo Politeama rooms,€ 68,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-03-20,10,5 recensioni,"0,5 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Petrosino,€ 81,Camera Matrimoniale Deluxe,"La Kalsa, Palermo",2024-03-20,"8,6",763 recensioni,1 km dal centro,True,Offerta Inizio 2024 ,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Afea Art & Rooms,€ 64,Camera Classic Matrimoniale/Doppia con Letti Singoli,"Ruggero Settimo, Palermo",2024-03-20,"8,9",562 recensioni,"0,6 km dal centro",False,Offerta a tempo limitato ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Hotel Palermo Quattro Canti,€ 70,Camera Doppia con Letti Singoli,Palermo,2024-03-20,"8,4",3.770 recensioni,"0,7 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Alba e i Mori,€ 50,Camera Matrimoniale con Bagno in Comune,Palermo,2024-03-20,"8,6",59 recensioni,"0,6 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Liolà Palermo,€ 35,Camera Matrimoniale con Bagno in Comune,Palermo,2024-03-20,"8,4",543 recensioni,250 m dal centro,True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
La Piccola Formica Charme Rooms,€ 59,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,Palermo,2024-03-20,"9,6",467 recensioni,"1,1 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Due Passi,€ 63,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato Esterno,"Ruggero Settimo, Palermo",2024-03-20,"8,9",685 recensioni,400 m dal centro,True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Liolà Home Palermo,€ 36,Camera Matrimoniale con Bagno in Comune,Palermo,2024-03-20,"8,6",187 recensioni,250 m dal centro,True,Offerta Inizio 2024 ,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Nuovo Cortile Palermo Bed and Breakfast,€ 44,Camera Matrimoniale,Palermo,2024-03-20,"7,9",164 recensioni,350 m dal centro,True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
La Dimora del Massimo,€ 64,Camera Matrimoniale con Bagno Privato Esterno,Palermo,2024-03-20,"8,3",560 recensioni,100 m dal centro,False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
DhOME B&B,€ 67,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,"Monte di Pietà, Palermo",2024-03-20,"8,7",443 recensioni,350 m dal centro,False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Marmur Suite,€ 80,Camera Matrimoniale,"Albergaria, Palermo",2024-03-20,"8,7",639 recensioni,1 km dal centro,True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Mamamia al Teatro Biondo,€ 58,Camera Quadrupla con Bagno Privato Esterno,"Castellammare Vucciria, Palermo",2024-03-20,"8,6",924 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Porta di Castro Boutique Hotel & SPA,€ 124,Camera Matrimoniale Standard,"Albergaria, Palermo",2024-03-20,"8,9",1.368 recensioni,"1,1 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Pretoria Rooms,€ 64,Camera Matrimoniale con Bagno Privato Esterno,"Castellammare Vucciria, Palermo",2024-03-20,"8,2",504 recensioni,"0,7 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ariston Petit Hotel,€ 59,Camera Economy Matrimoniale/Doppia con Letti Singoli,"Ruggero Settimo, Palermo",2024-03-20,"8,9",934 recensioni,300 m dal centro,True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Concordia,€ 56,Camera Matrimoniale/Doppia con Letti Singoli,"La Kalsa, Palermo",2024-03-20,"8,1",1.516 recensioni,"1,2 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Zammù,€ 49,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"7,7",430 recensioni,450 m dal centro,False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ai Vicerè,€ 84,Camera Standard con Bagno Privato Esterno,"Ruggero Settimo, Palermo",2024-03-20,"8,9",470 recensioni,150 m dal centro,True,Offerta Inizio 2024 ,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Stupor Mundi Bed and Breakfast,€ 78,Camera Matrimoniale Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"8,8",307 recensioni,300 m dal centro,True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Ammirata,€ 67,Camera King Standard,Palermo,2024-03-20,"8,7",214 recensioni,"1,4 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ruggero Settimo - Room & Suite,€ 70,Camera Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"8,4",754 recensioni,250 m dal centro,False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Ungheria Ottantaquattro,€ 85,Camera Matrimoniale con Bagno Privato,"Ruggero Settimo, Palermo",2024-03-20,"8,7",258 recensioni,150 m dal centro,True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Suite 136,€ 94,Camera Matrimoniale Superior,"Ruggero Settimo, Palermo",2024-03-20,"8,8",210 recensioni,300 m dal centro,True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Tonic,€ 66,Camera Matrimoniale/Doppia con Letti Singoli,"Ruggero Settimo, Palermo",2024-03-20,"8,1",740 recensioni,350 m dal centro,False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Bedda Mari Rooms & Suite,€ 87,Camera Queen Deluxe,"La Kalsa, Palermo",2024-03-20,"9,0",469 recensioni,"0,9 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Tufoletto Apartment,€ 76,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-03-20,"9,1",54 recensioni,300 m dal centro,True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
29 Venti Luxury,€ 64,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-03-20,"8,1",744 recensioni,300 m dal centro,False,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Casa Jolanda B&B,€ 59,Camera Matrimoniale con Bagno Privato Esterno,Palermo,2024-03-20,"9,1",634 recensioni,1 km dal centro,False,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Pànto - Rooftop boutique rooms,€ 93,Camera Matrimoniale Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"9,3",914 recensioni,"0,7 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
La Vucciria di Guttuso,€ 60,Camera Quadrupla con Terrazza,"Castellammare Vucciria, Palermo",2024-03-20,"7,9",629 recensioni,"0,7 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
La Maison del Sole,€ 89,Camera Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"9,2",1.528 recensioni,500 m dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Meridiana B&B,€ 76,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"9,5",667 recensioni,2 km dal centro,True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Rooms 19 B&B,€ 65,Camera Matrimoniale,"Castellammare Vucciria, Palermo",2024-03-20,"9,1",440 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
"Giulio Cesare 14, Residence",€ 77,Camera Matrimoniale,Palermo,2024-03-20,"8,3",779 recensioni,"1,5 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Teatro del Sole Cavour,€ 64,Camera Matrimoniale con Bagno Privato,"Castellammare Vucciria, Palermo",2024-03-20,"8,8",9 recensioni,350 m dal centro,False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Amaranta,€ 48,Camera Matrimoniale con Bagno Privato Esterno,Palermo,2024-03-20,"7,8",628 recensioni,"1,6 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Palermo Inn Suite,€ 71,Camera Matrimoniale Standard,Palermo,2024-03-20,"7,9",279 recensioni,"1,6 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Hostel Josef,€ 53,Camera Matrimoniale Economy,"La Kalsa, Palermo",2024-03-20,"8,1",444 recensioni,1 km dal centro,True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
La Terrazza sul Centro,€ 99,Camera Queen,"Albergaria, Palermo",2024-03-20,"9,2",1.157 recensioni,"0,8 km dal centro",False,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Maximum hub suite&spa,€ 127,Camera Queen con Vasca Idromassaggio,"Ruggero Settimo, Palermo",2024-03-20,"9,0",188 recensioni,"0,7 km dal centro",True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Better & Better,€ 74,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"9,3",684 recensioni,300 m dal centro,True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Barlaman Luxury Rooms,€ 57,Camera Matrimoniale Deluxe,"La Kalsa, Palermo",2024-03-20,"9,5",449 recensioni,"0,9 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Bed in Spa,€ 82,Camera Matrimoniale Superior,"Ruggero Settimo, Palermo",2024-03-20,"9,0",471 recensioni,300 m dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Jennys place,€ 54,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"8,9",613 recensioni,"1,6 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Palermo Inn Boutique,€ 125,Monolocale King con Divano-Letto,"Monte di Pietà, Palermo",2024-03-20,"9,0",823 recensioni,350 m dal centro,False,Offerta a tempo limitato ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Real Fonderia b&b,€ 91,Camera Matrimoniale Piccola,"Castellammare Vucciria, Palermo",2024-03-20,"8,9",444 recensioni,"0,8 km dal centro",True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
SuperAttico Bella Bellù,€ 106,Camera King con Vista Montagne,"Ruggero Settimo, Palermo",2024-03-20,"8,7",201 recensioni,"0,9 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
One More Night,€ 31,Camera Tripla,"La Kalsa, Palermo",2024-03-20,"5,1",282 recensioni,"1,4 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Dimora San Domenico,€ 74,Camera Matrimoniale con Bagno Privato,"Castellammare Vucciria, Palermo",2024-03-20,"9,5",473 recensioni,"0,6 km dal centro",False,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Piazza Marina,€ 84,Camera Matrimoniale con Bagno Privato Esterno,"La Kalsa, Palermo",2024-03-20,"8,8",142 recensioni,"1,1 km dal centro",True,Offerta Inizio 2024 ,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Addimora Boutique Suites,€ 92,Camera Matrimoniale con Bagno Privato,"Borgo vecchio, Palermo",2024-03-20,"9,5",1.009 recensioni,"0,5 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Palermo Central Bed&Breakfast,€ 45,Camera Matrimoniale con Bagno Privato Esterno,Palermo,2024-03-20,"9,1",8 recensioni,"1,5 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
La Terrazza Palace B&B,€ 89,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"8,8",379 recensioni,200 m dal centro,False,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
GUEST HOUSE BOSCO,€ 47,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"8,3",206 recensioni,500 m dal centro,False,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
La Casa del Moro - All' Operà,€ 52,Camera Matrimoniale Deluxe con Balcone,"Monte di Pietà, Palermo",2024-03-20,"8,5",59 recensioni,250 m dal centro,False,Offerta Inizio 2024 ,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Maqueda Suites,€ 88,Suite con Balcone,"Castellammare Vucciria, Palermo",2024-03-20,"9,6",121 recensioni,500 m dal centro,True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Villa di Nera B&B,€ 57,Camera Matrimoniale Standard,Palermo,2024-03-20,"8,8",484 recensioni,"3,9 km dal centro",True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Ai Tre Mercati,€ 95,Camera Matrimoniale Deluxe,"Albergaria, Palermo",2024-03-20,"9,5",676 recensioni,1 km dal centro,True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Bio Hotel Palermo,€ 87,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"8,0",616 recensioni,300 m dal centro,False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
"Open Sicily Homes ""Residence Guascone"" - Self check in",€ 101,Appartamento con Balcone,"La Kalsa, Palermo",2024-03-20,"8,9",376 recensioni,1 km dal centro,True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
I Cinque Continenti,€ 31,Camera Tripla con Bagno in Comune,"La Kalsa, Palermo",2024-03-20,"5,2",503 recensioni,"1,1 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
SUITE PRINCIPE SCORDIA,€ 44,Camera Tripla con Terrazza,"Ruggero Settimo, Palermo",2024-03-20,"8,1",138 recensioni,"0,5 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Cassaro261 B&B,€ 124,Camera Matrimoniale Standard,"La Kalsa, Palermo",2024-03-20,"8,7",635 recensioni,"0,7 km dal centro",False,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Alba Camere,€ 67,Camera Tripla con Bagno Privato Esterno,Palermo,2024-03-20,"8,4",1.353 recensioni,200 m dal centro,True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Family Affair Palermo,€ 125,Camera Tripla Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"9,5",1.582 recensioni,"0,8 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Alba central City,€ 53,Junior Suite Deluxe,"Borgo vecchio, Palermo",2024-03-20,"8,4",1.216 recensioni,"0,6 km dal centro",False,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Piazza Florio Rooms,€ 77,Camera Matrimoniale Superior,"Ruggero Settimo, Palermo",2024-03-20,"8,1",657 recensioni,500 m dal centro,True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
"Open Sicily Homes ""Residence ai Quattro Canti"" - Self check in - Deposito Bagagli",€ 105,Appartamento Superior,"Albergaria, Palermo",2024-03-20,"8,7",371 recensioni,"0,8 km dal centro",True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Sant'Andrea - Luxury Rooms in Vucciria,€ 98,Camera Queen Superior,"Castellammare Vucciria, Palermo",2024-03-20,"9,7",207 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Granatelli Rooms - City B&B,€ 112,Camera Matrimoniale con Balcone,"Ruggero Settimo, Palermo",2024-03-20,"9,2",278 recensioni,300 m dal centro,False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
One,€ 94,Camera Queen Standard,"Castellammare Vucciria, Palermo",2024-03-20,"9,2",468 recensioni,"0,5 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Superior Suite Palermo,€ 136,Camera King con Vasca Idromassaggio,"La Kalsa, Palermo",2024-03-20,"9,8",31 recensioni,"0,9 km dal centro",True,Offerta Inizio 2024 ,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Le Gemme di Cavour Luxury Rooms,€ 94,Camera Matrimoniale Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"9,5",136 recensioni,150 m dal centro,False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Residenza Wagner,€ 100,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato Esterno,"Ruggero Settimo, Palermo",2024-03-20,"8,6",242 recensioni,450 m dal centro,False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Costa Suites,€ 81,Camera Matrimoniale Deluxe,Palermo,2024-03-20,"9,2",29 recensioni,"2,9 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Palermo Pirri,€ 76,Camera Matrimoniale Piccola,Palermo,2024-03-20,"9,0",69 recensioni,"1,6 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Garibaldi,€ 105,Camera Matrimoniale/Doppia con Letti Singoli,"Ruggero Settimo, Palermo",2024-03-20,"7,9",3.447 recensioni,450 m dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Politeama,€ 154,Double Double Standard,"Ruggero Settimo, Palermo",2024-03-20,"8,8",2.505 recensioni,"0,5 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
LA FINESTRA SUL PORTO,€ 82,Camera Matrimoniale Deluxe,"Borgo vecchio, Palermo",2024-03-20,"9,5",441 recensioni,"0,8 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ruggero Settimo Gallery,€ 98,Camera Doppia con Letti Singoli,"Ruggero Settimo, Palermo",2024-03-20,"9,1",293 recensioni,250 m dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Panurban,€ 70,Suite,"La Kalsa, Palermo",2024-03-20,"9,1",781 recensioni,"0,9 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Grand Hotel Wagner,€ 223,Camera Matrimoniale Classic,"Ruggero Settimo, Palermo",2024-03-20,"8,8",2.119 recensioni,350 m dal centro,False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B IL POETA,€ 44,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,"7,8",425 recensioni,1 km dal centro,False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
AUSA suites,€ 79,Camera Matrimoniale con Balcone,"La Kalsa, Palermo",2024-03-20,"9,0",190 recensioni,"1,3 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Palermo al Massimo,€ 108,Appartamento Standard,"Monte di Pietà, Palermo",2024-03-20,"9,1",378 recensioni,150 m dal centro,True,Offerta Inizio 2024 ,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Art Lincoln,€ 48,Camera Matrimoniale/Doppia con Letti Singoli,"La Kalsa, Palermo",2024-03-20,"7,8",262 recensioni,"1,4 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Artisan Maison,€ 74,Camera Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"9,1",309 recensioni,"0,6 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
