nome_hotel,prezzo,stanza,città,data,punteggio,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Tacito 23 Luxury rooms,€ 140,,"Vaticano Prati, Roma ",2024-03-20,"9,2", · 351 recensioni," 1,9 km dal centro",False,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Des Artistes,€ 159,,"Stazione Termini, Roma ",2024-03-20,"8,2", · 1.162 recensioni," 2,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Lazzari,€ 99,,"Stazione Termini, Roma ",2024-03-20,"7,2", · 1.456 recensioni," 1,9 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Viminale View Hotel,€ 142,,"Rione Monti, Roma ",2024-03-20,"8,7", · 415 recensioni," 1,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Castel Sant'Angelo Apartments - Exclusive & Luxury,€ 418,Intero appartamento – 80m²:,"Piazza Navona, Roma ",2024-03-20,"9,5", · 219 recensioni," 1,4 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Barrett,€ 235,,"Pantheon, Roma ",2024-03-20,"8,8", · 2.675 recensioni," 0,5 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Nova Domus Aurelia,€ 113,,"Vaticano Prati, Roma ",2024-03-20,"8,4", · 1.186 recensioni," 3,2 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
AmoRoma Suite,€ 165,,"Stazione Termini, Roma ",2024-03-20,"7,7", · 847 recensioni," 1,7 km dal centro",True,Prezzo solo su mobile ,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Intown Luxury House,€ 227,Appartamento privato – 60m²:,"Spagna, Roma ",2024-03-20,"8,3", · 432 recensioni, 1 km dal centro,True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Residenza Roma Imperiale,€ 174,,"Rione Monti, Roma ",2024-03-20,"9,6", · 522 recensioni," 0,7 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Roman Holidays cuore dell'Impero,€ 127,,"Stazione Termini, Roma ",2024-03-20,"8,4", · 356 recensioni," 2,3 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Leon's Place Hotel In Rome,€ 214,,"Via Veneto, Roma ",2024-03-20,"8,7", · 1.276 recensioni, 2 km dal centro,True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Relais Circo Massimo,€ 106,,"Aventino, Roma ",2024-03-20,"9,3", · 315 recensioni," 1,4 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
New Unico San Cosimato,€ 137,,"Trastevere, Roma ",2024-03-20,"8,0", · 337 recensioni," 1,5 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
BQ House Colosseo Luxury Rooms,€ 411,,"Rione Monti, Roma ",2024-03-20,"8,5", · 272 recensioni," 1,4 km dal centro",True,Offerta Inizio 2024 ,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Vatican Giulia,€ 138,,"Vaticano Prati, Roma ",2024-03-20,"8,9", · 246 recensioni," 2,4 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Erossuite GuestHouse,€ 256,,"Ostiense, Roma ",2024-03-20,"9,4", · 66 recensioni," 4,6 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
126 Gracchi Suites,€ 139,,"Vaticano Prati, Roma ",2024-03-20,"9,2", · 626 recensioni," 2,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hostel Mosaic,€ 83,,"Stazione Termini, Roma ",2024-03-20,"7,3", · 3.815 recensioni," 1,9 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Rione Monti Suites,€ 171,,"Rione Monti, Roma ",2024-03-20,"8,9", · 762 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Charming Navona,€ 120,,"Piazza Navona, Roma ",2024-03-20,"7,4", · 741 recensioni," 1,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Il Corso Comfort Rooms,€ 221,Suite privata – 30m²:,"Spagna, Roma ",2024-03-20,"9,2", · 291 recensioni," 1,5 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Qg Saint Peter Guest House,€ 90,,"Vaticano Prati, Roma ",2024-03-20,"7,3", · 851 recensioni," 2,3 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Grand Hotel Tiberio,€ 199,,"Trionfale, Roma ",2024-03-20,"8,1", · 2.359 recensioni, 4 km dal centro,True,,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
A World Aparts - Barberini Boutique Hotel,€ 191,,"Trevi, Roma ",2024-03-20,"8,8", · 495 recensioni," 1,3 km dal centro",True,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Relais Maddalena,€ 222,,"Pantheon, Roma ",2024-03-20,"8,7", · 71 recensioni," 0,7 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Pineta Sacchetti Camera,€ 52,,Roma ,2024-03-20,"7,9", · 23 recensioni," 5,6 km dal centro",False,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
The Place,€ 91,,"San Giovanni, Roma ",2024-03-20,"7,0", · 4 recensioni," 2,4 km dal centro",True,Prezzo solo su mobile ,True,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Giada Roma,€ 74,,"Stazione Termini, Roma ",2024-03-20,"5,6", · 14 recensioni," 1,4 km dal centro",False,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Via Veneto Prestige Rooms,€ 177,,"Trevi, Roma ",2024-03-20,"9,2", · 1.180 recensioni," 1,1 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Er Centurione,€ 93,,"Aventino, Roma ",2024-03-20,"7,6", · 482 recensioni," 2,6 km dal centro",False,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Bramble Luxury Suites,€ 213,,"Trevi, Roma ",2024-03-20,"8,8", · 791 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Matriosca Suites,€ 116,Monolocale privato – 25m²:,"Vaticano Prati, Roma ",2024-03-20,"9,0", · 6 recensioni," 2,7 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Suites Roma Tiburtina,€ 163,Suite privata:,"Tiburtino, Roma ",2024-03-20,"7,9", · 576 recensioni," 4,8 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Arenula Suites,€ 160,,"Piazza Navona, Roma ",2024-03-20,"8,8", · 846 recensioni," 0,7 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Vino e Oli Residenze,€ 185,Intero appartamento – 40m²:,"Vaticano Prati, Roma ",2024-03-20,"8,9", · 462 recensioni," 2,7 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Roman Forum Holiday Termini,€ 111,,"Stazione Termini, Roma ",2024-03-20,"7,7", · 140 recensioni," 2,2 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Horti 14 Borgo Trastevere Hotel,€ 288,,"Trastevere, Roma ",2024-03-20,"9,1", · 1.825 recensioni," 1,6 km dal centro",True,,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Sweet Holidays In Rome,€ 116,,"Stazione Termini, Roma ",2024-03-20,"8,2", · 812 recensioni, 2 km dal centro,True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
numa I Portico,€ 151,,"Spagna, Roma ",2024-03-20,"8,3", · 1.099 recensioni, 1 km dal centro,True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
GH Colosseum,€ 141,,"Rione Monti, Roma ",2024-03-20,"8,7", · 274 recensioni," 1,8 km dal centro",True,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
holiday home in the Vatican,€ 92,Intera casa vacanze – 79m²:,"Trionfale, Roma ",2024-03-20,"8,2", · 17 recensioni," 3,3 km dal centro",True,Prezzo solo su mobile ,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
numa I Verso Apartments,€ 134,Intero appartamento – 32m²:,"Gianicolense, Roma ",2024-03-20,"9,2", · 545 recensioni," 2,3 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Re Di Roma,€ 131,,"San Giovanni, Roma ",2024-03-20,"8,8", · 2.550 recensioni," 3,3 km dal centro",False,,True,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Boho Suites - Rome Colosseum,€ 170,,"Rione Monti, Roma ",2024-03-20,"9,5", · 47 recensioni," 1,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
CAVOUR URBAN ROOMS,€ 134,,"Rione Monti, Roma ",2024-03-20,"7,7", · 97 recensioni," 1,1 km dal centro",True,Prezzo solo su mobile ,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Lunaria Suites Rome Vaticano,€ 208,,"Vaticano Prati, Roma ",2024-03-20,"9,1", · 203 recensioni," 2,3 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
iH Hotels Roma Cicerone,€ 139,,"Vaticano Prati, Roma ",2024-03-20,"7,3", · 1.312 recensioni," 1,8 km dal centro",True,,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Relais Fori Imperiali,€ 140,,"Rione Monti, Roma ",2024-03-20,"7,4", · 345 recensioni," 0,5 km dal centro",True,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Etruska luxury Trastevere,€ 151,,"Trastevere, Roma ",2024-03-20,"9,0", · 606 recensioni," 1,4 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Michelangelo Vatican Guest House,€ 94,,Roma ,2024-03-20,10, · 4 recensioni," 3,4 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
H10 Palazzo Galla,€ 294,,"Trevi, Roma ",2024-03-20,"9,2", · 1.884 recensioni, 250 m dal centro,False,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Domus Ester,€ 109,,"Piazza Navona, Roma ",2024-03-20,"7,2", · 1.687 recensioni," 0,8 km dal centro",False,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
TownHouse by the Spanish Steps,€ 247,Intero appartamento – 60m²:,"Spagna, Roma ",2024-03-20,"8,7", · 162 recensioni," 1,5 km dal centro",True,Prezzo solo su mobile ,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Baboon Room,€ 163,,"Spagna, Roma ",2024-03-20,"8,7", · 539 recensioni," 1,4 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
LUDUS ROOMS,€ 168,,"Rione Monti, Roma ",2024-03-20,"8,9", · 234 recensioni," 1,2 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Donatello,€ 106,,"Stazione Termini, Roma ",2024-03-20,"7,4", · 922 recensioni," 2,6 km dal centro",True,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Lucky Stars rooms,€ 98,,"Stazione Termini, Roma ",2024-03-20,"7,6", · 403 recensioni," 1,9 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Le Stanze di Pietro,€ 165,,"Vaticano Prati, Roma ",2024-03-20,"8,8", · 556 recensioni," 2,9 km dal centro",True,Prezzo solo su mobile ,True,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel San Silvestro,€ 243,,"Spagna, Roma ",2024-03-20,"8,7", · 1.266 recensioni," 0,8 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Ciao,€ 118,,"Stazione Termini, Roma ",2024-03-20,"8,3", · 2.049 recensioni," 1,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
VG [ROME CENTER] Garibaldi Room,€ 117,,"Stazione Termini, Roma ",2024-03-20,"7,7", · 27 recensioni," 1,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
maribea rome center,€ 169,,"Piazza Navona, Roma ",2024-03-20,"8,6", · 416 recensioni," 1,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
IHH Suites Rome,€ 131,,"Spagna, Roma ",2024-03-20,"8,8", · 416 recensioni," 1,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Biancorèroma B&B,€ 178,,"Rione Monti, Roma ",2024-03-20,"8,3", · 342 recensioni," 1,4 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Alea Home Roma,€ 99,Suite privata:,"Trionfale, Roma ",2024-03-20,"8,4", · 507 recensioni, 3 km dal centro,True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
A Casa di Tiziana,€ 105,,Roma ,2024-03-20,"9,5", · 42 recensioni," 3,9 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Place 24 Suites & Wellness,€ 119,,"Villa Borghese/Parioli, Roma ",2024-03-20,"8,5", · 822 recensioni," 1,9 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Sweet Piramide Bed and Breakfast,€ 115,,"Aventino, Roma ",2024-03-20,"8,9", · 281 recensioni," 2,5 km dal centro",True,,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Dotcampus Roma City Center,€ 142,,"San Giovanni, Roma ",2024-03-20,"8,3", · 384 recensioni," 2,7 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Eden LUXURY ROMA,€ 116,,"Stazione Termini, Roma ",2024-03-20,"8,3", · 718 recensioni," 1,3 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Domus Palatina,€ 97,,"Stazione Termini, Roma ",2024-03-20,"8,1", · 533 recensioni," 1,7 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Royal Suite Trinità Dei Monti,€ 268,,"Spagna, Roma ",2024-03-20,"8,4", · 596 recensioni," 1,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Aventino Guest House,€ 112,,"Aventino, Roma ",2024-03-20,"8,7", · 1.014 recensioni," 1,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Santamariarooms,€ 131,,"Stazione Termini, Roma ",2024-03-20,"8,6", · 336 recensioni," 1,6 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Antica Residenza Del Corso,€ 179,,"Spagna, Roma ",2024-03-20,"8,5", · 957 recensioni," 0,8 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Fancy GuestHouse Vatican,€ 121,,"Vaticano Prati, Roma ",2024-03-20,"8,9", · 45 recensioni," 2,1 km dal centro",False,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
The Independent Suites,€ 144,,"Stazione Termini, Roma ",2024-03-20,"8,1", · 100 recensioni," 1,7 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Caesar Place,€ 117,,"Vaticano Prati, Roma ",2024-03-20,"7,7", · 1.080 recensioni," 2,2 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
B&B Isolatiberina,€ 129,,"Trastevere, Roma ",2024-03-20,"8,1", · 622 recensioni, 1 km dal centro,True,,True,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Rome Marriott Park Hotel,€ 155,,"Magliana Vecchia, Roma ",2024-03-20,"7,5", · 2.224 recensioni," 10,9 km dal centro",False,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Penthouse Suite Rome,€ 248,Suite privata – 50m²:,"Trevi, Roma ",2024-03-20,"8,5", · 373 recensioni, 1 km dal centro,True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Pantheonview - Luxury Suites,€ 180,,"Pantheon, Roma ",2024-03-20,"8,0", · 879 recensioni," 0,5 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
NH Roma Villa Carpegna,€ 140,,"Aurelio, Roma ",2024-03-20,"8,1", · 2.676 recensioni," 3,6 km dal centro",False,Offerta a tempo limitato ,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Santa Maura,€ 98,,Roma ,2024-03-20,"7,5", · 1.241 recensioni," 9,3 km dal centro",True,,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Luxury Rome Savini Guest House,€ 94,,"Aurelio, Roma ",2024-03-20,"8,8", · 406 recensioni," 4,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Roma Boutique Hotel,€ 160,,"Via Veneto, Roma ",2024-03-20,"7,9", · 985 recensioni," 1,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Vite Luxury Apartment,€ 528,Intero appartamento – 115m²:,"Spagna, Roma ",2024-03-20,"8,7", · 52 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Trastevere B&D Rooms,€ 115,,"Gianicolense, Roma ",2024-03-20,"8,3", · 26 recensioni," 2,5 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Grandis Rooms,€ 76,,"Stazione Termini, Roma ",2024-03-20,"7,2", · 548 recensioni," 2,7 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Maison Candia Luxury House,€ 134,,"Trionfale, Roma ",2024-03-20,"8,7", · 481 recensioni," 2,7 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Vatican Chic B&B,€ 143,,"Trionfale, Roma ",2024-03-20,"9,2", · 271 recensioni," 2,7 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
MARCHE 54 SUITES - ROMA CITY CENTER - lt,€ 105,,"Via Veneto, Roma ",2024-03-20,"8,1", · 250 recensioni," 1,6 km dal centro",True,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Spagna Royal Suite,€ 204,,"Spagna, Roma ",2024-03-20,"8,4", · 830 recensioni, 1 km dal centro,False,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
MARCONI31Eredia,€ 74,,"Ostiense, Roma ",2024-03-20,"5,5", · 115 recensioni," 4,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Kent,€ 98,,Roma ,2024-03-20,"7,7", · 1.032 recensioni," 2,5 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Domus Vatican Holiday,€ 121,,"Aurelio, Roma ",2024-03-20,"9,0", · 48 recensioni," 3,8 km dal centro",True,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
The Place to be &B,€ 77,,"Monte Sacro, Roma ",2024-03-20,"6,5", · 223 recensioni," 5,4 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Gregorio VII Luxury Suites San Damaso,€ 152,Suite privata:,"Aurelio, Roma ",2024-03-20,"7,4", · 327 recensioni," 3,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel St Martin by OMNIA hotels,€ 171,,"Stazione Termini, Roma ",2024-03-20,"8,7", · 1.239 recensioni," 2,2 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Guesthouse Borromeo Roma,€ 123,,"Vaticano Prati, Roma ",2024-03-20,"8,5", · 406 recensioni," 1,4 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Casa Maplink,€ 103,,"San Lorenzo, Roma ",2024-03-20,"7,3", · 489 recensioni," 2,4 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Domus Popolo,€ 139,,"Spagna, Roma ",2024-03-20,"8,9", · 776 recensioni," 1,6 km dal centro",True,,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Jadore Monic,€ 113,Suite privata – 25m²:,"Nomentano, Roma ",2024-03-20,"8,8", · 772 recensioni, 4 km dal centro,True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Colosseoinn,€ 107,,"Rione Monti, Roma ",2024-03-20,"7,4", · 416 recensioni," 1,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
iRooms Pantheon & Navona,€ 150,,"Pantheon, Roma ",2024-03-20,"8,6", · 348 recensioni, 300 m dal centro,True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
J.N.D.Holidays,€ 521,Intero appartamento – 160m²:,"Aurelio, Roma ",2024-03-20,"9,2", · 31 recensioni," 3,4 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Marco E Laura B&B,€ 116,,"Vaticano Prati, Roma ",2024-03-20,"7,7", · 882 recensioni," 3,3 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Relais Villa Coppedè,€ 145,,Roma ,2024-03-20,"8,2", · 565 recensioni," 3,2 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
MOVIE MOVIE HOTEL,€ 149,,"Appio Latino, Roma ",2024-03-20,"8,7", · 3.975 recensioni," 9,4 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Trevi Fountain Guesthouse,€ 174,,"Trevi, Roma ",2024-03-20,"8,0", · 297 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Four Rivers Suites,€ 173,,"Piazza Navona, Roma ",2024-03-20,"8,5", · 1.044 recensioni," 0,9 km dal centro",False,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
parisa suite,€ 104,,"Stazione Termini, Roma ",2024-03-20,"8,1", · 352 recensioni," 1,7 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
I Tre Moschettieri - D'Artagnan,€ 216,,"Trevi, Roma ",2024-03-20,"9,2", · 1.382 recensioni, 400 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
La Residenza,€ 217,,"Via Veneto, Roma ",2024-03-20,"8,6", · 977 recensioni," 1,3 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Musa Rooms Roma,€ 129,,"Stazione Termini, Roma ",2024-03-20,"8,0", · 105 recensioni," 1,8 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
"The Hoxton, Rome",€ 326,,Roma ,2024-03-20,"9,0", · 2.360 recensioni," 2,8 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Affittacamere da Barby,€ 67,,"Tiburtino, Roma ",2024-03-20,"8,5", · 373 recensioni," 5,3 km dal centro",False,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Interno 7 Luxury Rooms B&B,€ 156,,"Rione Monti, Roma ",2024-03-20,"9,3", · 661 recensioni," 0,7 km dal centro",True,Offerta Inizio 2024 ,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
City Break Nomentana,€ 107,,"Monte Sacro, Roma ",2024-03-20,"8,6", · 415 recensioni," 6,3 km dal centro",False,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Trinità Grand Suite,€ 232,,"Spagna, Roma ",2024-03-20,"8,8", · 452 recensioni," 0,9 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel S. Anna,€ 216,,"Vaticano Prati, Roma ",2024-03-20,"9,1", · 691 recensioni, 2 km dal centro,True,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
D.R.Rome Spanish Luxury Suites,€ 158,,"Spagna, Roma ",2024-03-20,"9,1", · 481 recensioni," 0,9 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
JC Hotel,€ 199,,"Fonte Ostiense, Roma ",2024-03-20,"8,1", · 938 recensioni," 10,8 km dal centro",True,Offerta Inizio 2024 ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Vespasiano,€ 159,,"Vaticano Prati, Roma ",2024-03-20,"8,4", · 664 recensioni," 2,5 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Termini luxury home,€ 119,,"Stazione Termini, Roma ",2024-03-20,"7,5", · 696 recensioni," 1,6 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Caravaggio,€ 121,,"Rione Monti, Roma ",2024-03-20,"7,4", · 520 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Venus Inn B&B Rome,€ 173,,"Vaticano Prati, Roma ",2024-03-20,"9,1", · 252 recensioni," 1,8 km dal centro",True,Offerta Inizio 2024 ,True,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Ricciardelli Luxury Studios - Piazza di Spagna,€ 275,,"Spagna, Roma ",2024-03-20,"9,6", · 224 recensioni," 1,1 km dal centro",True,,True,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Aeterno Eco Guest House,€ 104,,"San Giovanni, Roma ",2024-03-20,"9,2", · 156 recensioni," 3,2 km dal centro",True,,False,False,True,Android,marcofantile,mobile,03-03-2024---16:00
Hotel Fiorenza,€ 94,,"Stazione Termini, Roma ",2024-03-20,"6,9", · 1.840 recensioni, 2 km dal centro,True,,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
Free Hostels Roma,€ 104,,"Stazione Termini, Roma ",2024-03-20,"8,7", · 2.751 recensioni," 2,2 km dal centro",True,Prezzo solo su mobile ,False,True,True,Android,marcofantile,mobile,03-03-2024---16:00
